F1-known,F1-open,F1,Acc,dataset,method,known_cls_ratio,labeled_ratio,seed
74.8297,73.8971,74.8174,72.88,oos,DeepUnk,0.5,0.8,2
81.8284,37.3692,79.0497,73.45,stackoverflow,MSP,0.75,1.0,5
72.3629,69.2839,72.3224,69.19,oos,DeepUnk,0.5,1.0,2
61.0553,0.0,40.7035,29.14,snips,MSP,0.25,0.2,5
55.1726,0.0,36.7817,30.0,snips,MSP,0.25,0.4,5
62.5951,0.0,41.7301,29.71,snips,MSP,0.25,0.6,5
84.6907,87.6721,84.9617,86.23,stackoverflow,ADB,0.5,0.4,3
43.1542,66.3705,43.3596,58.74,oos,OpenMax,0.75,0.4,2
77.0053,14.133,73.0758,67.02,stackoverflow,DOC,0.75,0.8,2
74.2871,46.1725,74.0383,64.98,oos,DeepUnk,0.75,0.2,2
57.7792,0.0,38.5194,30.0,snips,MSP,0.25,0.8,5
56.0006,0.0,37.3337,29.86,snips,MSP,0.25,1.0,5
82.2235,10.7463,67.928,56.71,snips,MSP,0.5,0.2,5
81.4557,10.7463,67.3138,57.0,snips,MSP,0.5,0.4,5
84.4528,87.1715,84.7,85.8,stackoverflow,ADB,0.5,0.6,3
80.9249,66.9883,80.8016,75.16,oos,DeepUnk,0.75,0.4,2
79.5872,10.1796,65.7057,56.86,snips,MSP,0.5,0.6,5
79.8361,11.3095,66.1308,57.14,snips,MSP,0.5,0.8,5
78.9514,5.5215,64.2654,55.57,snips,MSP,0.5,1.0,5
80.5058,64.5898,80.365,74.02,oos,DeepUnk,0.75,0.6,2
87.6787,2.0513,73.4075,72.29,snips,MSP,0.75,0.2,5
87.4813,1.0256,73.072,72.14,snips,MSP,0.75,0.4,5
77.4159,11.2195,73.2786,67.07,stackoverflow,DOC,0.75,1.0,2
84.3434,86.7919,84.566,85.5,stackoverflow,ADB,0.5,0.8,3
47.348,3.7175,32.8045,26.0,snips,DOC,0.25,0.2,2
60.0752,71.5628,60.1768,67.98,oos,OpenMax,0.75,0.6,2
48.5247,2.6168,33.2221,25.57,snips,DOC,0.25,0.4,2
87.6589,3.0612,73.5593,72.43,snips,MSP,0.75,0.6,5
48.6922,3.352,33.5788,25.86,snips,DOC,0.25,0.6,2
87.7427,3.0612,73.6292,72.57,snips,MSP,0.75,0.8,5
46.5291,3.7175,32.2585,26.0,snips,DOC,0.25,0.8,2
81.494,66.1216,81.358,75.09,oos,DeepUnk,0.75,0.8,2
49.0267,6.5934,34.8823,27.14,snips,DOC,0.25,1.0,2
87.4415,4.0609,73.5447,72.43,snips,MSP,0.75,1.0,5
74.6955,0.0,59.7564,51.29,snips,DOC,0.5,0.2,2
84.5734,86.8173,84.7774,85.57,stackoverflow,ADB,0.5,1.0,3
46.6665,45.5614,46.6113,44.32,banking,MSP,0.25,0.2,6
73.9317,1.1765,59.3806,51.57,snips,DOC,0.5,0.4,2
46.9214,41.2977,46.6402,42.11,banking,MSP,0.25,0.4,6
47.008,41.2838,46.7218,42.31,banking,MSP,0.25,0.6,6
76.4489,20.9424,65.3476,56.57,snips,DOC,0.5,0.6,2
60.2507,71.6844,60.3519,68.54,oos,OpenMax,0.75,0.8,2
45.9251,30.9084,45.1743,36.92,banking,MSP,0.25,0.8,6
85.4995,72.9467,84.715,81.57,stackoverflow,ADB,0.75,0.2,3
82.4002,67.9331,82.2722,76.3,oos,DeepUnk,0.75,1.0,2
73.4587,2.9155,59.3501,52.0,snips,DOC,0.5,0.8,2
48.3265,43.0954,48.065,43.51,banking,MSP,0.25,1.0,6
42.017,23.0515,38.8561,31.82,stackoverflow,DeepUnk,0.25,0.2,2
69.3174,61.5385,69.1179,65.1,banking,MSP,0.5,0.2,6
39.1499,13.2404,34.8316,27.35,stackoverflow,DeepUnk,0.25,0.4,2
73.6042,2.3392,59.3512,51.86,snips,DOC,0.5,1.0,2
86.4909,45.4829,79.6562,74.71,snips,DOC,0.75,0.2,2
43.6621,15.6536,38.9941,29.13,stackoverflow,DeepUnk,0.25,0.6,2
72.2551,51.9713,71.735,62.53,banking,MSP,0.5,0.4,6
86.7492,73.4759,85.9196,82.6,stackoverflow,ADB,0.75,0.4,3
87.0392,44.58600000000001,79.9636,75.0,snips,DOC,0.75,0.4,2
59.9953,71.5669,60.0977,68.42,oos,OpenMax,0.75,1.0,2
43.0555,16.2533,38.5885,28.98,stackoverflow,DeepUnk,0.25,0.8,2
66.7075,84.2542,69.632,78.1,stackoverflow,OpenMax,0.25,0.2,2
72.6548,48.9262,72.0463,62.01,banking,MSP,0.5,0.6,6
86.3773,36.8601,78.1244,73.29,snips,DOC,0.75,0.6,2
58.5467,71.1578,60.6485,64.37,stackoverflow,OpenMax,0.25,0.4,2
72.8814,45.5331,72.1802,60.94,banking,MSP,0.5,0.8,6
46.3751,19.2292,41.8508,30.5,stackoverflow,DeepUnk,0.25,1.0,2
68.2085,82.544,70.5978,76.37,stackoverflow,OpenMax,0.25,0.6,2
86.6126,39.3333,78.7327,73.86,snips,DOC,0.75,0.8,2
86.9511,73.9958,86.1414,82.9,stackoverflow,ADB,0.75,0.6,3
61.6933,32.4526,59.0351,51.37,stackoverflow,DeepUnk,0.5,0.2,2
72.8403,41.8972,72.0469,59.68,banking,MSP,0.5,1.0,6
65.1054,75.2433,66.7951,68.62,stackoverflow,OpenMax,0.25,0.8,2
62.4458,28.4381,59.3542,50.72,stackoverflow,DeepUnk,0.5,0.4,2
79.6025,52.849,79.1491,72.95,banking,MSP,0.75,0.2,6
86.7482,40.0,78.9569,74.14,snips,DOC,0.75,1.0,2
53.6297,65.2486,54.2107,57.82,banking,DOC,0.25,0.2,3
62.6091,73.0418,64.3479,66.52,stackoverflow,OpenMax,0.25,1.0,2
80.5621,84.04899999999998,80.8791,82.07,stackoverflow,OpenMax,0.5,0.2,2
82.2454,45.9246,81.6298,74.35,banking,MSP,0.75,0.4,6
63.1159,70.3874,63.4795,63.77,banking,DOC,0.25,0.4,3
87.2105,73.7038,86.3663,82.98,stackoverflow,ADB,0.75,0.8,3
62.5478,25.8621,59.2128,50.2,stackoverflow,DeepUnk,0.5,0.6,2
76.9827,77.5865,77.0376,76.68,stackoverflow,OpenMax,0.5,0.4,2
64.5504,72.8728,64.9665,66.49,banking,DOC,0.25,0.6,3
84.0371,47.5352,83.4184,76.14,banking,MSP,0.75,0.6,6
59.9311,61.5204,60.0106,56.92,banking,DOC,0.25,0.8,3
62.0385,23.4436,58.5298,49.3,stackoverflow,DeepUnk,0.5,0.8,2
79.0022,79.6757,79.0635,78.72,stackoverflow,OpenMax,0.5,0.6,2
62.9781,67.5653,63.2075,62.01,banking,DOC,0.25,1.0,3
84.4672,45.6401,83.8091,76.36,banking,MSP,0.75,0.8,6
61.827,21.5786,58.168,48.63,stackoverflow,DeepUnk,0.5,1.0,2
67.0492,64.0242,66.9716,64.71,banking,DOC,0.5,0.2,3
75.2426,70.1564,74.7802,72.23,stackoverflow,OpenMax,0.5,0.8,2
87.1523,73.4191,86.294,82.88,stackoverflow,ADB,0.75,1.0,3
74.4876,77.7262,75.5672,72.57,snips,ADB,0.25,0.2,3
69.2697,56.8862,68.9522,62.86,banking,DOC,0.5,0.4,3
71.3043,66.1538,69.5875,62.29,snips,ADB,0.25,0.4,3
74.5756,23.2286,71.3664,65.75,stackoverflow,DeepUnk,0.75,0.2,2
85.0458,44.8015,84.3637,76.69,banking,MSP,0.75,1.0,6
53.4804,66.3277,53.8098,58.88,oos,MSP,0.25,0.2,6
74.8426,69.3994,74.3478,71.72,stackoverflow,OpenMax,0.5,1.0,2
49.6279,54.8597,49.762,49.74,oos,MSP,0.25,0.4,6
72.3728,58.9347,72.0282,65.65,banking,DOC,0.5,0.6,3
73.0769,72.8155,72.9898,68.0,snips,ADB,0.25,0.6,3
85.0472,73.5419,84.3281,81.47,stackoverflow,OpenMax,0.75,0.2,2
74.6236,19.1295,71.1553,65.28,stackoverflow,DeepUnk,0.75,0.4,2
48.8378,52.403999999999996,48.9293,47.89,oos,MSP,0.25,0.6,6
49.7757,55.524,49.9231,50.28,oos,MSP,0.25,0.8,6
72.6107,71.0234,72.0816,66.43,snips,ADB,0.25,0.8,3
85.3674,73.1275,84.6024,81.78,stackoverflow,OpenMax,0.75,0.4,2
72.8425,57.6906,72.454,65.58,banking,DOC,0.5,0.8,3
46.7132,46.8656,46.7171,44.14,oos,MSP,0.25,1.0,6
73.7202,71.3486,73.689,70.77,oos,MSP,0.5,0.2,6
72.1477,68.6003,70.9652,64.43,snips,ADB,0.25,1.0,3
85.4599,73.0227,84.6826,82.07,stackoverflow,OpenMax,0.75,0.6,2
74.8255,11.8115,70.8872,65.02,stackoverflow,DeepUnk,0.75,0.6,2
71.7703,63.6399,71.6634,66.11,oos,MSP,0.5,0.4,6
74.14399999999998,60.1459,73.7851,67.18,banking,DOC,0.5,1.0,3
77.4507,63.4686,74.6543,70.71,snips,ADB,0.5,0.2,3
70.7484,58.6904,70.5898,63.23,oos,MSP,0.5,0.6,6
73.6872,51.7194,73.3148,68.21,banking,DOC,0.75,0.2,3
75.243,55.2268,71.2398,66.14,snips,ADB,0.5,0.4,3
70.5288,57.498999999999995,70.3573,62.65,oos,MSP,0.5,0.8,6
85.1043,71.2155,84.2363,81.32,stackoverflow,OpenMax,0.75,0.8,2
79.9492,46.6555,79.3849,72.47,banking,DOC,0.75,0.4,3
76.0028,12.6984,72.0463,65.8,stackoverflow,DeepUnk,0.75,0.8,2
77.6272,62.0183,74.5054,70.14,snips,ADB,0.5,0.6,3
84.3431,65.7319,83.1799,79.62,stackoverflow,OpenMax,0.75,1.0,2
68.2508,49.1319,67.9992,58.04,oos,MSP,0.5,1.0,6
65.7268,74.5882,68.6806,69.14,snips,OpenMax,0.25,0.2,2
82.9859,54.6154,82.5051,76.23,banking,DOC,0.75,0.6,3
77.4388,62.0438,74.3598,70.0,snips,ADB,0.5,0.8,3
82.0979,73.4283,82.0212,78.4,oos,MSP,0.75,0.2,6
62.6822,67.5,64.2881,62.86,snips,OpenMax,0.25,0.4,2
61.9603,61.8799,61.9335,58.29,snips,OpenMax,0.25,0.6,2
81.9299,66.1753,81.7904,75.88,oos,MSP,0.75,0.4,6
78.7364,65.2095,76.031,72.14,snips,ADB,0.5,1.0,3
82.1251,50.2674,76.8154,71.86,snips,ADB,0.75,0.2,3
84.2109,55.4932,83.7242,77.53,banking,DOC,0.75,0.8,3
75.5307,12.1381,71.5687,65.45,stackoverflow,DeepUnk,0.75,1.0,2
82.3657,93.014,85.9151,90.0,snips,DeepUnk,0.25,0.2,2
85.1068,93.4394,87.8843,90.57,snips,DeepUnk,0.25,0.4,2
83.0868,53.0831,78.0862,73.29,snips,ADB,0.75,0.4,3
62.703,65.6527,63.6862,61.29,snips,OpenMax,0.25,0.8,2
85.2115,93.5194,87.9808,90.71,snips,DeepUnk,0.25,0.6,2
81.4721,60.3349,81.2851,73.79,oos,MSP,0.75,0.6,6
85.4507,94.1642,88.3552,91.57,snips,DeepUnk,0.25,0.8,2
74.1534,87.6712,78.6593,83.29,snips,DeepUnk,0.25,1.0,2
79.2983,51.2605,73.6907,66.57,snips,DeepUnk,0.5,0.2,2
81.8285,62.4031,77.9434,72.14,snips,DeepUnk,0.5,0.4,2
83.616,53.6458,78.62100000000002,73.57,snips,ADB,0.75,0.6,3
81.7344,63.6015,78.1079,72.57,snips,DeepUnk,0.5,0.6,2
58.8881,64.4416,60.7393,60.43,snips,OpenMax,0.25,1.0,2
81.9076,60.43,81.7175,74.19,oos,MSP,0.75,0.8,6
81.9791,64.381,78.4595,73.14,snips,DeepUnk,0.5,0.8,2
84.381,49.9565,83.7975,76.92,banking,DOC,0.75,1.0,3
82.84200000000001,51.9894,77.6999,72.71,snips,ADB,0.75,0.8,3
86.7085,74.5455,84.2759,79.86,snips,OpenMax,0.5,0.2,2
65.9702,81.9036,66.3787,74.21,oos,DOC,0.25,0.2,3
83.3058,69.3578,80.5162,76.0,snips,DeepUnk,0.5,1.0,2
83.5311,34.6154,75.3785,70.0,snips,DeepUnk,0.75,0.2,2
64.3737,78.1618,64.7272,70.32,oos,DOC,0.25,0.4,3
84.63600000000002,40.3727,77.2588,72.14,snips,DeepUnk,0.75,0.4,2
82.3274,62.067,82.1481,74.93,oos,MSP,0.75,1.0,6
84.943,42.9448,77.9433,73.14,snips,DeepUnk,0.75,0.6,2
41.9796,20.4325,38.3884,31.53,stackoverflow,MSP,0.25,0.2,6
65.5719,78.102,65.8932,70.44,oos,DOC,0.25,0.6,3
41.3815,20.0597,37.8279,31.5,stackoverflow,MSP,0.25,0.4,6
86.5891,72.8625,83.8438,79.14,snips,OpenMax,0.5,0.4,2
41.9441,25.8127,39.2555,34.4,stackoverflow,MSP,0.25,0.6,6
62.8499,74.1466,63.1395,66.26,oos,DOC,0.25,0.8,3
42.4295,22.0646,39.0354,32.73,stackoverflow,MSP,0.25,0.8,6
87.0695,58.7912,82.3565,78.43,snips,DeepUnk,0.75,0.8,2
41.0161,21.8892,37.8283,32.65,stackoverflow,MSP,0.25,1.0,6
64.5194,76.1752,64.8182,68.54,oos,DOC,0.25,1.0,3
68.5418,43.1099,66.2298,58.13,stackoverflow,MSP,0.5,0.2,6
85.9809,49.1018,79.8344,75.43,snips,DeepUnk,0.75,1.0,2
43.9867,23.6872,42.9717,31.92,banking,DeepUnk,0.25,0.2,3
67.6039,34.8081,64.6225,55.55,stackoverflow,MSP,0.5,0.4,6
54.0333,53.42,54.0026,50.36,banking,DeepUnk,0.25,0.4,3
73.366,81.4032,73.4717,77.04,oos,DOC,0.5,0.2,3
85.80799999999998,59.8985,81.4897,76.71,snips,ADB,0.75,1.0,3
86.0111,69.112,82.6313,77.0,snips,OpenMax,0.5,0.6,2
49.1476,41.3839,48.7594,42.44,banking,DeepUnk,0.25,0.6,3
70.1057,45.0272,67.8258,59.97,stackoverflow,MSP,0.5,0.6,6
67.6476,84.1139,68.471,77.69,banking,ADB,0.25,0.2,4
52.8454,58.4182,53.123999999999995,54.22,banking,DeepUnk,0.25,0.8,3
75.2051,76.7714,75.2257,74.02,oos,DOC,0.5,0.4,3
68.9511,83.5814,69.6826,77.37,banking,ADB,0.25,0.4,4
54.4572,60.0118,54.7349,55.68,banking,DeepUnk,0.25,1.0,3
68.7594,43.0894,66.4257,59.35,stackoverflow,MSP,0.5,0.8,6
62.0116,30.8629,61.2129,50.49,banking,DeepUnk,0.5,0.2,3
68.0282,81.8048,68.717,75.55,banking,ADB,0.25,0.6,4
75.8844,75.1724,75.875,73.26,oos,DOC,0.5,0.6,3
66.2318,39.5743,65.5483,55.58,banking,DeepUnk,0.5,0.4,3
67.6813,31.8864,64.4272,55.23,stackoverflow,MSP,0.5,1.0,6
71.0766,83.8741,71.7165,78.02,banking,ADB,0.25,0.8,4
85.0371,65.3465,81.09899999999998,74.86,snips,OpenMax,0.5,0.8,2
79.1975,43.1204,76.9427,71.63,stackoverflow,MSP,0.75,0.2,6
68.6207,82.2896,69.3042,76.07,banking,ADB,0.25,1.0,4
77.1164,77.2186,77.1177,75.35,oos,DOC,0.5,0.8,3
68.2732,48.7296,67.7721,60.1,banking,DeepUnk,0.5,0.6,3
73.8734,74.013,73.877,72.95,banking,ADB,0.5,0.2,4
79.8894,39.1164,77.3411,71.67,stackoverflow,MSP,0.75,0.4,6
77.0318,76.2954,77.0221,74.82,oos,DOC,0.5,1.0,3
78.2446,75.2658,78.1682,75.78,banking,ADB,0.5,0.4,4
69.6233,53.3628,69.2064,62.53,banking,DeepUnk,0.5,0.8,3
81.0307,44.8673,78.7705,73.62,stackoverflow,MSP,0.75,0.6,6
77.1366,75.0266,77.118,76.25,oos,DOC,0.75,0.2,3
77.6542,73.6727,77.5521,74.64,banking,ADB,0.5,0.6,4
85.9319,66.9276,82.131,75.71,snips,OpenMax,0.5,1.0,2
82.0436,49.3878,80.0026,74.8,stackoverflow,MSP,0.75,0.8,6
70.0772,54.8727,69.6873,63.54,banking,DeepUnk,0.5,1.0,3
87.40700000000002,49.8498,81.1475,76.14,snips,OpenMax,0.75,0.2,2
80.8023,71.9256,80.7238,76.49,oos,DOC,0.75,0.4,3
72.7297,20.1613,71.8387,63.38,banking,DeepUnk,0.75,0.2,3
79.5929,75.1809,79.4797,76.3,banking,ADB,0.5,0.8,4
86.3496,35.1351,77.8138,72.57,snips,OpenMax,0.75,0.4,2
78.4716,34.6263,77.7285,70.13,banking,DeepUnk,0.75,0.4,3
82.3116,72.5672,82.2253,77.72,oos,DOC,0.75,0.6,3
80.9506,37.5954,78.2409,72.35,stackoverflow,MSP,0.75,1.0,6
62.5008,0.0,41.6672,26.71,snips,MSP,0.25,0.2,6
63.3048,0.0,42.2032,26.71,snips,MSP,0.25,0.4,6
80.0253,76.5485,79.9362,77.27,banking,ADB,0.5,1.0,4
86.0127,34.3643,77.4047,72.43,snips,OpenMax,0.75,0.6,2
63.3048,0.0,42.2032,26.71,snips,MSP,0.25,0.6,6
63.3048,0.0,42.2032,26.71,snips,MSP,0.25,0.8,6
80.6257,40.106,79.9389,72.4,banking,DeepUnk,0.75,0.6,3
61.9821,0.0,41.3214,26.71,snips,MSP,0.25,1.0,6
77.9664,4.1667,63.2064,59.14,snips,MSP,0.5,0.2,6
85.5381,21.0526,74.7905,69.86,snips,OpenMax,0.75,0.8,2
83.0158,71.6691,82.9154,77.95,oos,DOC,0.75,0.8,3
78.1876,4.8443,63.519,59.43,snips,MSP,0.5,0.4,6
76.6984,58.0802,76.3828,71.56,banking,ADB,0.75,0.2,4
77.8505,2.1053,62.7014,58.71,snips,MSP,0.5,0.6,6
80.8966,42.5682,80.2469,73.12,banking,DeepUnk,0.75,0.8,3
77.8469,1.4085,62.5592,58.14,snips,MSP,0.5,0.8,6
86.1035,27.1062,76.2706,71.43,snips,OpenMax,0.75,1.0,2
38.9214,88.6394,41.4073,80.91,banking,OpenMax,0.25,0.2,3
78.0829,0.7067,62.6077,58.29,snips,MSP,0.5,1.0,6
60.6259,90.5714,62.1232,84.87,banking,OpenMax,0.25,0.4,3
85.4736,8.7805,72.6914,70.43,snips,MSP,0.75,0.2,6
82.2175,61.3953,81.8646,76.59,banking,ADB,0.75,0.4,4
84.60600000000002,74.2606,84.5144,79.96,oos,DOC,0.75,1.0,3
84.4386,3.0151,70.868,69.29,snips,MSP,0.75,0.4,6
72.289,91.0726,73.2282,86.3,banking,OpenMax,0.25,0.6,3
84.3386,9.6618,71.8925,69.86,snips,MSP,0.75,0.6,6
46.4185,35.6357,44.6214,38.77,stackoverflow,DOC,0.25,0.2,3
82.8251,48.9002,82.2501,75.71,banking,DeepUnk,0.75,1.0,3
43.6813,42.2603,43.6449,40.16,oos,DeepUnk,0.25,0.2,3
53.291000000000004,65.4482,53.6027,57.75,oos,DeepUnk,0.25,0.4,3
84.8128,4.9751,71.5065,70.0,snips,MSP,0.75,0.8,6
50.0759,61.0886,50.3583,53.79,oos,DeepUnk,0.25,0.6,3
50.7201,51.63800000000001,50.8731,49.1,stackoverflow,DOC,0.25,0.4,3
75.3566,91.08,76.1427,86.66,banking,OpenMax,0.25,0.8,3
56.2107,69.5125,56.5518,61.7,oos,DeepUnk,0.25,0.8,3
85.1813,5.9406,71.9745,70.0,snips,MSP,0.75,1.0,6
48.2186,48.7758,48.2465,46.95,banking,MSP,0.25,0.2,7
61.7005,76.1524,62.0711,68.3,oos,DeepUnk,0.25,1.0,3
47.544,39.5612,47.1449,41.69,banking,MSP,0.25,0.4,7
76.6585,90.4741,77.3493,86.01,banking,OpenMax,0.25,1.0,3
84.4849,64.9706,84.1541,79.12,banking,ADB,0.75,0.6,4
62.9003,46.0108,62.678000000000004,53.74,oos,DeepUnk,0.5,0.2,3
46.9814,33.1543,46.2901,38.47,banking,MSP,0.25,0.6,7
49.94,48.0747,49.6291,46.83,stackoverflow,DOC,0.25,0.6,3
48.7169,44.0655,48.4843,44.74,banking,MSP,0.25,0.8,7
5.3382,67.9451,6.9435,52.24,banking,OpenMax,0.5,0.2,3
72.1786,71.3857,72.1682,70.32,oos,DeepUnk,0.5,0.4,3
48.6304,42.0981,48.3037,43.54,banking,MSP,0.25,1.0,7
71.8583,54.442,71.4117,63.21,banking,MSP,0.5,0.2,7
72.87,70.8748,72.8438,70.11,oos,DeepUnk,0.5,0.6,3
48.1088,42.1016,47.1076,43.12,stackoverflow,DOC,0.25,0.8,3
46.6805,74.7112,47.3992,66.53,banking,OpenMax,0.5,0.4,3
71.2928,45.9627,70.6433,60.42,banking,MSP,0.5,0.4,7
43.0286,74.3565,43.8319,65.52,banking,OpenMax,0.5,0.6,3
75.5169,75.2438,75.5133,73.82,oos,DeepUnk,0.5,0.8,3
48.5335,46.745,48.2354,46.07,stackoverflow,DOC,0.25,1.0,3
70.9294,39.4338,70.1218,58.28,banking,MSP,0.5,0.6,7
71.5215,41.3141,70.747,59.29,banking,MSP,0.5,0.8,7
85.38799999999998,65.9106,85.0579,80.16,banking,ADB,0.75,0.8,4
62.9084,20.9479,59.0938,48.87,stackoverflow,DOC,0.5,0.2,3
75.9625,74.7772,75.9469,73.6,oos,DeepUnk,0.5,1.0,3
68.0016,80.2844,68.3166,76.17,banking,OpenMax,0.5,0.8,3
70.9619,37.8571,70.113,58.02,banking,MSP,0.5,1.0,7
66.3698,34.6738,63.4884,54.83,stackoverflow,DOC,0.5,0.4,3
74.6443,47.0768,74.4004,65.68,oos,DeepUnk,0.75,0.2,3
79.6528,58.1818,79.2889,74.64,banking,MSP,0.75,0.2,7
79.6241,66.4809,79.5078,74.33,oos,DeepUnk,0.75,0.4,3
83.2623,53.0303,82.7498,76.92,banking,MSP,0.75,0.4,7
69.1134,45.1198,66.9322,59.35,stackoverflow,DOC,0.5,0.6,3
74.5096,82.0836,74.7038,79.19,banking,OpenMax,0.5,1.0,3
85.4297,64.2407,85.0706,79.9,banking,ADB,0.75,1.0,4
82.5746,70.9064,82.4714,77.58,oos,DeepUnk,0.75,0.6,3
84.4395,53.5622,83.9162,77.95,banking,MSP,0.75,0.6,7
75.7419,92.1528,76.1627,87.86,oos,ADB,0.25,0.2,4
4.1125,40.1904,4.7239,26.53,banking,OpenMax,0.75,0.2,3
65.4116,28.9613,62.0979,53.25,stackoverflow,DOC,0.5,0.8,3
78.2404,92.5692,78.6078,88.6,oos,ADB,0.25,0.4,4
84.0094,46.6727,83.3765,76.49,banking,MSP,0.75,0.8,7
77.7202,92.1761,78.0908,88.02,oos,ADB,0.25,0.6,4
83.4209,72.0117,83.32,78.58,oos,DeepUnk,0.75,0.8,3
40.7563,47.2461,40.8663,46.14,banking,OpenMax,0.75,0.4,3
78.3136,92.2206,78.6701,88.16,oos,ADB,0.25,0.8,4
84.2194,44.6729,83.5491,76.53,banking,MSP,0.75,1.0,7
66.5719,23.6348,62.6686,51.47,stackoverflow,DOC,0.5,1.0,3
58.4408,76.3845,58.9009,68.32,oos,MSP,0.25,0.2,7
51.4867,59.0063,51.6795,52.72,oos,MSP,0.25,0.4,7
76.7019,91.4998,77.0813,87.11,oos,ADB,0.25,1.0,4
50.0069,54.2502,50.1157,49.14,oos,MSP,0.25,0.6,7
44.4686,47.47,44.5195,48.64,banking,OpenMax,0.75,0.6,3
83.2601,71.8149,83.1588,78.35,oos,DeepUnk,0.75,1.0,3
76.3187,18.5377,72.7074,66.77,stackoverflow,DOC,0.75,0.2,3
41.2991,21.7976,38.0488,31.3,stackoverflow,DeepUnk,0.25,0.2,3
48.412,49.4652,48.43899999999999,45.68,oos,MSP,0.25,0.8,7
41.4853,15.0507,37.0795,28.38,stackoverflow,DeepUnk,0.25,0.4,3
81.009,84.5962,81.0562,82.0,oos,ADB,0.5,0.2,4
48.5462,48.7256,48.5508,45.23,oos,MSP,0.25,1.0,7
41.3548,21.3755,38.0249,31.42,stackoverflow,DeepUnk,0.25,0.6,3
73.8858,69.0481,73.8221,69.32,oos,MSP,0.5,0.2,7
79.8485,31.9311,76.8537,71.12,stackoverflow,DOC,0.75,0.4,3
40.8423,20.2596,37.4119,31.08,stackoverflow,DeepUnk,0.25,0.8,3
63.9457,54.5169,63.7859,62.05,banking,OpenMax,0.75,0.8,3
71.7854,60.0915,71.6315,63.82,oos,MSP,0.5,0.4,7
84.8679,88.4102,84.9145,86.26,oos,ADB,0.5,0.4,4
42.1866,19.545,38.413000000000004,30.82,stackoverflow,DeepUnk,0.25,1.0,3
70.7016,55.1468,70.497,61.02,oos,MSP,0.5,0.6,7
61.6032,21.3119,57.9403,48.27,stackoverflow,DeepUnk,0.5,0.2,3
80.3573,30.8892,77.2655,71.27,stackoverflow,DOC,0.75,0.6,3
84.8568,87.9756,84.8978,85.89,oos,ADB,0.5,0.6,4
63.9266,30.786,60.9138,52.97,stackoverflow,DeepUnk,0.5,0.4,3
63.6999,55.0633,63.5535,62.53,banking,OpenMax,0.75,1.0,3
69.1957,50.0107,68.9433,58.26,oos,MSP,0.5,0.8,7
22.1574,90.2381,23.9031,82.74,oos,OpenMax,0.25,0.2,3
51.04600000000001,92.2268,52.1019,86.77,oos,OpenMax,0.25,0.4,3
62.981,23.583000000000002,59.3994,50.38,stackoverflow,DeepUnk,0.5,0.6,3
80.1343,23.3983,76.5883,70.27,stackoverflow,DOC,0.75,0.8,3
68.9311,48.0,68.6557,57.39,oos,MSP,0.5,1.0,7
65.1834,93.4152,65.9073,89.09,oos,OpenMax,0.25,0.6,3
85.4463,88.3422,85.4844,86.37,oos,ADB,0.5,0.8,4
64.6356,22.7507,60.8279,50.13,stackoverflow,DeepUnk,0.5,0.8,3
82.4786,71.1976,82.3787,77.47,oos,MSP,0.75,0.2,7
77.0313,94.562,77.4808,91.21,oos,OpenMax,0.25,0.8,3
85.3902,88.053,85.4252,86.11,oos,ADB,0.5,1.0,4
64.9646,22.394,61.0945,50.33,stackoverflow,DeepUnk,0.5,1.0,3
82.0399,62.5246,81.8672,74.49,oos,MSP,0.75,0.4,7
80.8268,28.13,77.5333,71.5,stackoverflow,DOC,0.75,1.0,3
64.2433,15.4676,47.9848,32.86,snips,DOC,0.25,0.2,3
63.6552,10.7011,46.0038,30.86,snips,DOC,0.25,0.4,3
77.581,38.5135,75.1393,70.07,stackoverflow,DeepUnk,0.75,0.2,3
79.081,94.626,79.4796,91.4,oos,OpenMax,0.25,1.0,3
84.822,80.0175,84.7795,82.54,oos,ADB,0.75,0.2,4
64.7459,14.8014,48.0978,32.57,snips,DOC,0.25,0.6,3
63.1039,10.3512,45.5196,30.71,snips,DOC,0.25,0.8,3
12.8838,76.8767,13.7258,63.63,oos,OpenMax,0.5,0.2,3
63.7677,12.4314,46.6556,31.57,snips,DOC,0.25,1.0,3
82.0037,60.7798,81.8159,74.05,oos,MSP,0.75,0.6,7
71.7716,31.7136,63.76,57.71,snips,DOC,0.5,0.2,3
77.891,29.6033,74.873,69.22,stackoverflow,DeepUnk,0.75,0.4,3
76.1838,50.0,70.947,65.43,snips,DOC,0.5,0.4,3
39.2445,80.7374,39.7905,71.37,oos,OpenMax,0.5,0.4,3
87.6463,83.1901,87.6069,85.56,oos,ADB,0.75,0.4,4
74.1404,44.5476,68.2218,63.0,snips,DOC,0.5,0.6,3
81.5269,56.0597,81.3016,72.47,oos,MSP,0.75,0.8,7
57.524,84.0493,57.87300000000001,77.47,oos,OpenMax,0.5,0.6,3
72.7248,34.2569,65.0312,59.43,snips,DOC,0.5,0.8,3
78.9489,30.0767,75.8944,69.98,stackoverflow,DeepUnk,0.75,0.6,3
73.5268,31.7136,65.1642,59.43,snips,DOC,0.5,1.0,3
88.0243,82.9463,87.9794,85.63,oos,ADB,0.75,0.6,4
81.1078,28.8809,72.4033,68.0,snips,DOC,0.75,0.2,3
70.9611,87.0351,71.1726,82.58,oos,OpenMax,0.5,0.8,3
82.2521,37.2881,74.7581,70.43,snips,DOC,0.75,0.4,3
