F1-known,F1-open,F1,Acc,dataset,method,known_cls_ratio,labeled_ratio,seed
43.7195,19.3161,39.6522,30.93,stackoverflow,MSP,0.25,0.6,2
77.9308,80.2692,77.9615,77.74,oos,DOC,0.5,0.8,0
44.8544,27.7788,42.0085,35.18,stackoverflow,MSP,0.25,0.8,2
65.9605,86.0492,66.2248,80.74,oos,OpenMax,0.5,0.8,0
90.6946,81.2121,88.7981,86.71,snips,ADB,0.5,0.4,1
45.0619,13.6439,39.8256,28.7,stackoverflow,MSP,0.25,1.0,2
78.885,80.1718,78.9019,77.95,oos,DOC,0.5,1.0,0
83.1855,72.9828,83.0952,78.72,oos,DeepUnk,0.75,1.0,0
64.8176,43.9931,62.9245,56.82,stackoverflow,MSP,0.5,0.2,2
43.6278,21.6787,39.9696,31.67,stackoverflow,DeepUnk,0.25,0.2,0
69.03399999999999,86.639,69.2657,81.84,oos,OpenMax,0.5,1.0,0
42.7186,20.6639,39.0428,31.4,stackoverflow,DeepUnk,0.25,0.4,0
91.1313,82.0202,89.3091,87.29,snips,ADB,0.5,0.6,1
77.346,72.7431,77.3052,74.7,oos,DOC,0.75,0.2,0
67.657,50.3437,66.0831,60.48,stackoverflow,MSP,0.5,0.4,2
42.9346,23.1514,39.6374,32.52,stackoverflow,DeepUnk,0.25,0.6,0
67.7907,47.7016,65.9644,59.62,stackoverflow,MSP,0.5,0.6,2
90.7975,80.6584,88.7697,86.57,snips,ADB,0.5,0.8,1
81.1917,71.5557,81.1064,76.35,oos,DOC,0.75,0.4,0
11.796,59.9359,12.222,45.19,oos,OpenMax,0.75,0.2,0
43.4239,21.4453,39.7608,31.7,stackoverflow,DeepUnk,0.25,0.8,0
41.8433,20.4514,38.278,31.32,stackoverflow,DeepUnk,0.25,1.0,0
66.0321,34.1503,63.1337,54.58,stackoverflow,MSP,0.5,0.8,2
82.3181,71.2531,82.2202,77.02,oos,DOC,0.75,0.6,0
29.4283,63.2469,29.7276,52.72,oos,OpenMax,0.75,0.4,0
63.9378,26.163,60.5037,51.5,stackoverflow,DeepUnk,0.5,0.2,0
67.1807,43.3224,65.0118,58.2,stackoverflow,MSP,0.5,1.0,2
90.4311,78.6469,88.0743,85.57,snips,ADB,0.5,1.0,1
82.9043,71.5988,82.8042,77.58,oos,DOC,0.75,0.8,0
65.9837,27.8579,62.5177,52.43,stackoverflow,DeepUnk,0.5,0.4,0
79.0634,49.2839,77.2022,72.67,stackoverflow,MSP,0.75,0.2,2
92.511,73.6232,89.363,87.0,snips,ADB,0.75,0.2,1
64.6087,19.1813,60.4789,49.83,stackoverflow,DeepUnk,0.5,0.6,0
63.0184,72.531,63.1025,69.56,oos,OpenMax,0.75,0.6,0
80.0492,49.7223,78.1538,73.5,stackoverflow,MSP,0.75,0.4,2
84.7902,75.6913,84.7096,80.51,oos,DOC,0.75,1.0,0
91.9167,70.6587,88.3737,85.86,snips,ADB,0.75,0.4,1
50.3786,49.0897,50.1638,47.18,stackoverflow,DOC,0.25,0.2,0
51.2612,46.452,50.4596,45.87,stackoverflow,DOC,0.25,0.4,0
92.9168,74.0299,89.7689,87.43,snips,ADB,0.75,0.6,1
80.454,48.9492,78.4849,73.9,stackoverflow,MSP,0.75,0.6,2
64.7129,21.3894,60.7744,50.67,stackoverflow,DeepUnk,0.5,0.8,0
56.1155,60.1039,56.7802,55.53,stackoverflow,DOC,0.25,0.6,0
70.1109,75.4993,70.1586,74.05,oos,OpenMax,0.75,0.8,0
56.2793,53.4126,55.8015,50.83,stackoverflow,DOC,0.25,0.8,0
81.0523,49.2982,79.0677,74.38,stackoverflow,MSP,0.75,0.8,2
93.5829,75.9644,90.6464,88.43,snips,ADB,0.75,0.8,1
57.3987,57.9471,57.4901,54.18,stackoverflow,DOC,0.25,1.0,0
64.4497,21.7317,60.5663,50.55,stackoverflow,DeepUnk,0.5,1.0,0
63.9882,16.6415,59.684,48.73,stackoverflow,DOC,0.5,0.2,0
70.626,76.0175,70.6737,74.84,oos,OpenMax,0.75,1.0,0
63.9828,78.3998,66.3856,71.72,stackoverflow,OpenMax,0.25,0.2,0
78.0406,27.5898,74.8874,69.05,stackoverflow,DeepUnk,0.75,0.2,0
80.5978,44.5567,78.3452,73.53,stackoverflow,MSP,0.75,1.0,2
66.1032,78.395,68.1518,71.98,stackoverflow,OpenMax,0.25,0.4,0
66.7821,23.5669,62.8534,51.65,stackoverflow,DOC,0.5,0.4,0
43.961999999999996,0.0,29.308000000000003,24.57,snips,MSP,0.25,0.2,2
45.525,0.0,30.35,24.57,snips,MSP,0.25,0.4,2
58.0771,66.7633,59.5248,61.03,stackoverflow,OpenMax,0.25,0.6,0
46.0878,0.0,30.7252,24.57,snips,MSP,0.25,0.6,2
93.3783,74.8503,90.2903,88.0,snips,ADB,0.75,1.0,1
47.8903,0.0,31.9269,24.57,snips,MSP,0.25,0.8,2
60.6319,79.3332,61.567,72.08,banking,ADB,0.25,0.2,2
47.2168,0.0,31.4779,24.57,snips,MSP,0.25,1.0,2
74.5292,7.9545,61.2142,53.14,snips,MSP,0.5,0.2,2
65.8593,79.7359,68.1721,73.5,stackoverflow,OpenMax,0.25,0.8,0
67.5785,23.0747,63.5327,51.75,stackoverflow,DOC,0.5,0.6,0
74.9056,7.932,61.5109,53.29,snips,MSP,0.5,0.4,2
62.4246,79.2976,63.2682,72.5,banking,ADB,0.25,0.4,2
75.50399999999998,10.6443,62.5321,54.14,snips,MSP,0.5,0.6,2
56.161,61.5756,57.0635,56.95,stackoverflow,OpenMax,0.25,1.0,0
77.903,22.8999,74.4653,68.73,stackoverflow,DeepUnk,0.75,0.4,0
75.4384,12.2222,62.7951,54.57,snips,MSP,0.5,0.8,2
66.5045,82.3159,67.2951,76.14,banking,ADB,0.25,0.6,2
81.6101,81.9779,81.6435,81.38,stackoverflow,OpenMax,0.5,0.2,0
75.2008,12.2222,62.6051,54.57,snips,MSP,0.5,1.0,2
68.7913,32.9066,65.529,55.33,stackoverflow,DOC,0.5,0.8,0
80.6541,78.5714,80.4647,79.02,stackoverflow,OpenMax,0.5,0.4,0
84.9249,3.4043,71.3381,67.14,snips,MSP,0.75,0.2,2
65.3651,80.5432,66.124,74.25,banking,ADB,0.25,0.8,2
84.6973,0.0,70.5811,66.71,snips,MSP,0.75,0.4,2
78.5187,27.2401,75.3137,69.37,stackoverflow,DeepUnk,0.75,0.6,0
79.6703,74.9138,79.2379,76.52,stackoverflow,OpenMax,0.5,0.6,0
68.4364,82.7133,69.1502,76.75,banking,ADB,0.25,1.0,2
84.57700000000001,0.0,70.4808,66.57,snips,MSP,0.75,0.6,2
68.9275,33.3152,65.69,55.7,stackoverflow,DOC,0.5,1.0,0
84.7348,1.7167,70.8984,67.0,snips,MSP,0.75,0.8,2
76.6423,65.9802,75.673,70.97,stackoverflow,OpenMax,0.5,0.8,0
73.5518,74.3129,73.5713,73.34,banking,ADB,0.5,0.2,2
78.2228,23.1648,74.7817,68.73,stackoverflow,DOC,0.75,0.2,0
84.6456,1.7167,70.8241,67.0,snips,MSP,0.75,1.0,2
78.6472,24.8963,75.2878,69.23,stackoverflow,DeepUnk,0.75,0.8,0
53.3079,50.3169,53.1584,48.21,banking,MSP,0.25,0.2,3
76.2735,74.8939,76.2382,74.71,banking,ADB,0.5,0.4,2
52.9137,49.7592,52.756,48.41,banking,MSP,0.25,0.4,3
75.9829,62.5594,74.7626,69.07,stackoverflow,OpenMax,0.5,1.0,0
50.3631,37.6479,49.7274,41.2,banking,MSP,0.25,0.6,3
86.9854,73.1588,86.1212,82.75,stackoverflow,OpenMax,0.75,0.2,0
80.2845,31.9006,77.2605,71.37,stackoverflow,DOC,0.75,0.4,0
48.8234,33.381,48.0513,38.9,banking,MSP,0.25,0.8,3
50.0646,35.8577,49.3542,40.36,banking,MSP,0.25,1.0,3
79.8879,78.1142,79.8424,78.21,banking,ADB,0.5,0.6,2
87.8265,73.0792,86.9048,83.57,stackoverflow,OpenMax,0.75,0.4,0
69.8623,61.0594,69.6366,65.13,banking,MSP,0.5,0.2,3
77.8831,19.9475,74.2622,67.93,stackoverflow,DeepUnk,0.75,1.0,0
70.8335,68.7664,70.1445,65.71,snips,DeepUnk,0.25,0.2,0
71.5352,71.0425,71.37100000000002,67.43,snips,DeepUnk,0.25,0.4,0
70.3988,51.1203,69.9045,62.05,banking,MSP,0.5,0.4,3
72.4043,69.0382,71.2823,66.43,snips,DeepUnk,0.25,0.6,0
68.2468,65.857,67.4502,63.86,snips,DeepUnk,0.25,0.8,0
69.9465,44.4659,69.2931,59.68,banking,MSP,0.5,0.6,3
81.3754,40.8203,78.8407,73.7,stackoverflow,DOC,0.75,0.6,0
87.3527,70.7161,86.3129,82.77,stackoverflow,OpenMax,0.75,0.6,0
70.2862,64.8575,68.4766,63.0,snips,DeepUnk,0.25,1.0,0
81.0729,78.6704,81.0113,78.99,banking,ADB,0.5,0.8,2
78.5749,49.3213,72.7242,67.71,snips,DeepUnk,0.5,0.2,0
79.3021,51.2472,73.6911,68.86,snips,DeepUnk,0.5,0.4,0
69.7451,38.6478,68.9478,57.79,banking,MSP,0.5,0.8,3
80.5492,57.2043,75.8802,71.43,snips,DeepUnk,0.5,0.6,0
79.9958,54.5055,74.8977,70.0,snips,DeepUnk,0.5,0.8,0
87.2691,68.7625,86.1124,82.35,stackoverflow,OpenMax,0.75,0.8,0
70.1385,42.1105,69.4198,59.19,banking,MSP,0.5,1.0,3
81.3881,78.5366,81.315,79.03,banking,ADB,0.5,1.0,2
78.8584,52.4444,73.5756,68.71,snips,DeepUnk,0.5,1.0,0
79.734,52.6696,79.2753,73.25,banking,MSP,0.75,0.2,3
88.4139,59.8007,83.645,81.57,snips,DeepUnk,0.75,0.2,0
81.7884,36.2463,78.942,73.35,stackoverflow,DOC,0.75,0.8,0
76.7606,57.8269,76.4397,71.43,banking,ADB,0.75,0.2,2
82.0122,47.9735,81.4353,74.64,banking,MSP,0.75,0.4,3
91.1979,70.7602,87.7916,85.57,snips,DeepUnk,0.75,0.4,0
86.9996,67.8371,85.802,82.03,stackoverflow,OpenMax,0.75,1.0,0
65.4888,24.9123,51.9633,38.86,snips,OpenMax,0.25,0.2,0
88.47200000000002,61.3924,83.9588,81.71,snips,DeepUnk,0.75,0.6,0
65.8998,24.9554,52.2517,39.86,snips,OpenMax,0.25,0.4,0
88.485,60.8414,83.8778,81.71,snips,DeepUnk,0.75,0.8,0
81.9105,60.0927,81.5407,75.94,banking,ADB,0.75,0.4,2
79.8732,18.224,76.0202,70.1,stackoverflow,DOC,0.75,1.0,0
64.0533,7.393,45.1666,31.71,snips,DOC,0.25,0.2,0
63.9549,30.3448,52.7516,42.29,snips,OpenMax,0.25,0.6,0
82.6558,36.965,81.8814,74.03,banking,MSP,0.75,0.6,3
60.5488,2.4096,41.1691,29.86,snips,DOC,0.25,0.4,0
64.8696,8.8803,46.2065,32.57,snips,DOC,0.25,0.6,0
87.9422,59.3333,83.1741,81.43,snips,DeepUnk,0.75,1.0,0
45.03100000000001,32.7647,44.4177,36.49,banking,DeepUnk,0.25,0.2,0
60.5707,2.8056,41.3157,30.0,snips,DOC,0.25,0.8,0
54.4998,52.3839,54.394,49.03,banking,DeepUnk,0.25,0.4,0
64.142,3.992,44.092,31.0,snips,DOC,0.25,1.0,0
83.0592,62.4075,82.7092,77.44,banking,ADB,0.75,0.6,2
63.9358,33.3333,53.735,43.86,snips,OpenMax,0.25,0.8,0
54.856,58.2431,55.0253,53.34,banking,DeepUnk,0.25,0.6,0
82.287,57.1429,77.2582,71.57,snips,DOC,0.5,0.2,0
71.3751,0.0,57.1,52.29,snips,DOC,0.5,0.4,0
57.4473,59.3367,57.5418,54.29,banking,DeepUnk,0.25,0.8,0
83.46799999999998,61.0753,78.9895,74.0,snips,DOC,0.5,0.6,0
63.8451,72.7126,64.2885,66.07,banking,DeepUnk,0.25,1.0,0
83.0967,33.4008,82.2543,74.03,banking,MSP,0.75,0.8,3
63.155,24.5671,62.1656,48.77,banking,DeepUnk,0.5,0.2,0
82.8206,59.081,78.0727,73.0,snips,DOC,0.5,0.8,0
63.6931,29.2683,52.2182,41.86,snips,OpenMax,0.25,1.0,0
81.8468,50.4673,75.5709,69.71,snips,OpenMax,0.5,0.2,0
68.6307,42.9672,67.9726,57.63,banking,DeepUnk,0.5,0.4,0
80.8673,48.4706,74.3879,68.71,snips,OpenMax,0.5,0.4,0
82.9735,59.2593,78.2307,73.14,snips,DOC,0.5,1.0,0
84.9982,65.4354,84.6667,79.61,banking,ADB,0.75,0.8,2
91.2112,71.2074,87.8773,86.29,snips,DOC,0.75,0.2,0
70.9304,47.2625,70.3235,59.94,banking,DeepUnk,0.5,0.6,0
80.8451,48.0952,74.2952,68.86,snips,OpenMax,0.5,0.6,0
91.7637,71.1111,88.3216,86.71,snips,DOC,0.75,0.4,0
83.5961,40.0381,82.8578,75.13,banking,MSP,0.75,1.0,3
53.444,65.5939,53.7555,58.33,oos,MSP,0.25,0.2,3
92.9029,77.0149,90.2549,88.86,snips,DOC,0.75,0.6,0
79.6943,40.0,71.7555,66.0,snips,OpenMax,0.5,0.8,0
73.3249,57.0806,72.9084,64.94,banking,DeepUnk,0.5,0.8,0
53.1283,62.2369,53.3619,55.67,oos,MSP,0.25,0.4,3
49.8298,53.2799,49.9183,48.6,oos,MSP,0.25,0.6,3
92.4205,70.8197,88.8203,87.0,snips,DOC,0.75,0.8,0
85.5838,66.7557,85.2647,80.45,banking,ADB,0.75,1.0,2
72.3994,54.4651,71.9395,63.51,banking,DeepUnk,0.5,1.0,0
48.6898,51.823,48.7702,47.49,oos,MSP,0.25,0.8,3
79.2106,94.2909,79.5973,90.81,oos,ADB,0.25,0.2,2
75.866,27.6704,75.0492,67.31,banking,DeepUnk,0.75,0.2,0
50.1998,54.8976,50.3203,49.82,oos,MSP,0.25,1.0,3
92.0112,69.9346,88.3318,86.57,snips,DOC,0.75,1.0,0
80.4443,48.21,73.9975,68.71,snips,OpenMax,0.5,1.0,0
78.2187,93.3546,78.6068,89.54,oos,ADB,0.25,0.4,2
90.3261,61.8557,85.5811,83.86,snips,OpenMax,0.75,0.2,0
73.2828,71.8761,73.2643,71.11,oos,MSP,0.5,0.2,3
63.3563,77.4584,64.0614,69.74,banking,DOC,0.25,0.2,1
81.0362,41.6143,80.3681,73.05,banking,DeepUnk,0.75,0.4,0
81.3975,94.4784,81.7329,91.26,oos,ADB,0.25,0.6,2
91.6238,67.541,87.61,85.71,snips,OpenMax,0.75,0.4,0
70.9762,61.3803,70.8499,64.58,oos,MSP,0.5,0.4,3
66.9411,76.3144,67.4098,69.68,banking,DOC,0.25,0.4,1
80.2336,94.0253,80.5872,90.56,oos,ADB,0.25,0.8,2
62.4757,66.1538,62.6596,60.58,banking,DOC,0.25,0.6,1
92.6449,70.1987,88.9039,87.14,snips,OpenMax,0.75,0.6,0
83.1881,47.7816,82.5879,75.52,banking,DeepUnk,0.75,0.6,0
61.6346,62.0182,61.6538,57.21,banking,DOC,0.25,0.8,1
70.2882,56.8668,70.1116,62.14,oos,MSP,0.5,0.6,3
82.6894,94.7452,82.9985,91.75,oos,ADB,0.25,1.0,2
60.4522,59.1456,60.3869,55.23,banking,DOC,0.25,1.0,1
91.4139,61.7021,86.462,84.57,snips,OpenMax,0.75,0.8,0
74.3568,77.7162,74.4429,75.62,banking,DOC,0.5,0.2,1
83.1107,46.5823,82.4916,75.23,banking,DeepUnk,0.75,0.8,0
78.7974,85.1038,78.8804,82.0,oos,ADB,0.5,0.2,2
69.0891,51.083,68.8522,58.96,oos,MSP,0.5,0.8,3
91.7134,65.493,87.3433,85.57,snips,OpenMax,0.75,1.0,0
74.6248,60.0084,74.25,66.69,banking,DOC,0.5,0.4,1
37.5944,88.3766,40.1335,80.52,banking,OpenMax,0.25,0.2,1
83.5975,88.647,83.6639,86.19,oos,ADB,0.5,0.4,2
68.4363,91.1282,69.5709,86.1,banking,OpenMax,0.25,0.4,1
74.503,55.3723,74.0125,65.1,banking,DOC,0.5,0.6,1
73.8925,91.5385,74.7748,87.01,banking,OpenMax,0.25,0.6,1
69.5933,52.9275,69.374,59.98,oos,MSP,0.5,1.0,3
75.7197,90.9811,76.4828,86.46,banking,OpenMax,0.25,0.8,1
74.9274,56.3167,74.4502,65.97,banking,DOC,0.5,0.8,1
85.2507,89.6646,85.3088,87.49,oos,ADB,0.5,0.6,2
76.9964,90.2965,77.6614,85.78,banking,OpenMax,0.25,1.0,1
83.3897,45.7539,82.7518,75.36,banking,DeepUnk,0.75,1.0,0
46.3728,56.4876,46.6322,49.3,oos,DeepUnk,0.25,0.2,0
82.4816,71.2644,82.3824,77.82,oos,MSP,0.75,0.2,3
61.4223,79.2797,61.8802,71.28,oos,DeepUnk,0.25,0.4,0
15.6656,69.181,17.0378,55.16,banking,OpenMax,0.5,0.2,1
74.0578,50.0234,73.4415,63.15,banking,DOC,0.5,1.0,1
61.1073,77.7386,61.5337,69.74,oos,DeepUnk,0.25,0.6,0
84.8315,88.8923,84.8849,86.79,oos,ADB,0.5,0.8,2
65.0945,81.7172,65.5207,74.25,oos,DeepUnk,0.25,0.8,0
48.9446,75.0748,49.6146,67.53,banking,OpenMax,0.5,0.4,1
69.6204,44.5799,69.1959,64.25,banking,DOC,0.75,0.2,1
62.3506,79.4581,62.7893,71.68,oos,DeepUnk,0.25,1.0,0
81.5283,61.3085,81.3494,74.19,oos,MSP,0.75,0.4,3
63.3725,50.1665,63.1987,55.44,oos,DeepUnk,0.5,0.2,0
81.3456,51.4548,80.839,74.12,banking,DOC,0.75,0.4,1
69.6958,66.8613,69.6585,66.6,oos,DeepUnk,0.5,0.4,0
66.6586,79.3197,66.9833,75.0,banking,OpenMax,0.5,0.6,1
85.3145,89.4817,85.3693,87.37,oos,ADB,0.5,1.0,2
81.876,61.3811,81.6946,74.51,oos,MSP,0.75,0.6,3
74.2854,74.3209,74.2859,72.68,oos,DeepUnk,0.5,0.6,0
65.6868,79.2052,66.0335,75.0,banking,OpenMax,0.5,0.8,1
82.7758,48.1826,82.1894,75.16,banking,DOC,0.75,0.6,1
72.5512,72.0825,72.5451,70.72,oos,DeepUnk,0.5,0.8,0
83.6204,81.4544,83.6012,82.51,oos,ADB,0.75,0.2,2
67.4475,79.183,67.7484,75.55,banking,OpenMax,0.5,1.0,1
81.1899,55.4788,80.9624,72.46,oos,MSP,0.75,0.8,3
73.0672,71.7134,73.0494,70.72,oos,DeepUnk,0.5,1.0,0
7.3371,40.7397,7.9033,28.21,banking,OpenMax,0.75,0.2,1
84.9263,56.5861,84.4459,78.41,banking,DOC,0.75,0.8,1
86.8958,83.7974,86.8684,85.39,oos,ADB,0.75,0.4,2
73.4745,39.8247,73.1768,62.47,oos,DeepUnk,0.75,0.2,0
81.4367,55.7958,81.2098,72.7,oos,MSP,0.75,1.0,3
42.6101,22.1656,39.2026,31.97,stackoverflow,MSP,0.25,0.2,3
25.775,43.838,26.0812,37.79,banking,OpenMax,0.75,0.4,1
78.7919,61.3497,78.6375,71.82,oos,DeepUnk,0.75,0.4,0
44.3087,22.9566,40.75,32.8,stackoverflow,MSP,0.25,0.4,3
42.7752,22.5446,39.4035,32.67,stackoverflow,MSP,0.25,0.6,3
44.3712,17.4985,39.8924,30.5,stackoverflow,MSP,0.25,0.8,3
41.8182,16.8289,37.6533,30.32,stackoverflow,MSP,0.25,1.0,3
81.4304,67.2414,81.3048,75.35,oos,DeepUnk,0.75,0.6,0
84.9399,53.2313,84.4025,78.12,banking,DOC,0.75,1.0,1
68.0462,48.5762,66.2762,60.2,stackoverflow,MSP,0.5,0.2,3
60.2133,83.6292,60.8137,75.81,oos,DOC,0.25,0.2,1
87.9306,84.3832,87.8992,86.21,oos,ADB,0.75,0.6,2
65.8475,32.8997,62.8522,54.5,stackoverflow,MSP,0.5,0.4,3
52.8901,50.7003,52.853,54.06,banking,OpenMax,0.75,0.6,1
65.3332,83.9288,65.81,77.02,oos,DOC,0.25,0.4,1
82.4978,71.9515,82.4045,77.91,oos,DeepUnk,0.75,0.8,0
66.7478,31.2858,63.523999999999994,54.15,stackoverflow,MSP,0.5,0.6,3
62.5495,79.627,62.9874,72.02,oos,DOC,0.25,0.6,1
65.6189,82.6872,66.0565,75.63,oos,DOC,0.25,0.8,1
40.1137,47.0817,40.2318,46.88,banking,OpenMax,0.75,0.8,1
67.8307,39.3822,65.2445,57.22,stackoverflow,MSP,0.5,0.8,3
88.9617,85.4276,88.9304,87.21,oos,ADB,0.75,0.8,2
66.0728,82.5067,66.4941,75.46,oos,DOC,0.25,1.0,1
83.1855,72.9828,83.0952,78.72,oos,DeepUnk,0.75,1.0,0
67.6188,35.0625,64.6591,55.92,stackoverflow,MSP,0.5,1.0,3
43.6278,21.6787,39.9696,31.67,stackoverflow,DeepUnk,0.25,0.2,0
71.1117,79.2267,71.2185,74.6,oos,DOC,0.5,0.2,1
42.7186,20.6639,39.0428,31.4,stackoverflow,DeepUnk,0.25,0.4,0
79.8486,41.8563,77.4741,72.07,stackoverflow,MSP,0.75,0.2,3
59.0069,52.5123,58.8968,58.83,banking,OpenMax,0.75,1.0,1
42.9346,23.1514,39.6374,32.52,stackoverflow,DeepUnk,0.25,0.6,0
74.36399999999998,77.3935,74.4038,74.49,oos,DOC,0.5,0.4,1
81.295,43.8916,78.9573,73.63,stackoverflow,MSP,0.75,0.4,3
25.0741,90.5098,26.752,83.25,oos,OpenMax,0.25,0.2,1
43.4239,21.4453,39.7608,31.7,stackoverflow,DeepUnk,0.25,0.8,0
52.3863,92.8059,53.4227,87.67,oos,OpenMax,0.25,0.4,1
76.8357,78.7899,76.8614,76.4,oos,DOC,0.5,0.6,1
41.8433,20.4514,38.278,31.32,stackoverflow,DeepUnk,0.25,1.0,0
59.0974,93.4301,59.9777,88.86,oos,OpenMax,0.25,0.6,1
88.9809,85.3051,88.9484,87.18,oos,ADB,0.75,1.0,2
80.8035,33.8798,77.8707,72.03,stackoverflow,MSP,0.75,0.6,3
63.9378,26.163,60.5037,51.5,stackoverflow,DeepUnk,0.5,0.2,0
76.0237,90.9773,78.5159,86.68,stackoverflow,ADB,0.25,0.2,2
76.4634,76.332,76.4617,74.63,oos,DOC,0.5,0.8,1
76.7887,90.6243,79.0946,86.28,stackoverflow,ADB,0.25,0.4,2
78.143,95.2911,78.5827,92.25,oos,OpenMax,0.25,0.8,1
65.9837,27.8579,62.5177,52.43,stackoverflow,DeepUnk,0.5,0.4,0
77.9647,91.4403,80.2106,87.33,stackoverflow,ADB,0.25,0.6,2
81.5857,37.2273,78.8133,73.02,stackoverflow,MSP,0.75,0.8,3
78.5945,95.2853,79.0225,92.28,oos,OpenMax,0.25,1.0,1
77.6656,78.4644,77.6761,76.63,oos,DOC,0.5,1.0,1
77.3931,90.5496,79.5858,86.2,stackoverflow,ADB,0.25,0.8,2
10.2972,76.5627,11.1691,62.96,oos,OpenMax,0.5,0.2,1
64.6087,19.1813,60.4789,49.83,stackoverflow,DeepUnk,0.5,0.6,0
77.9789,75.4345,77.9564,76.91,oos,DOC,0.75,0.2,1
81.546,31.0591,78.3906,72.03,stackoverflow,MSP,0.75,1.0,3
60.983999999999995,0.0,40.656,26.71,snips,MSP,0.25,0.2,3
62.2398,0.0,41.4932,26.71,snips,MSP,0.25,0.4,3
61.9821,0.0,41.3214,26.71,snips,MSP,0.25,0.6,3
80.93,73.8454,80.8674,77.49,oos,DOC,0.75,0.4,1
50.4775,82.4466,50.8981,74.47,oos,OpenMax,0.5,0.4,1
76.9677,90.411,79.2083,86.0,stackoverflow,ADB,0.25,1.0,2
60.7424,0.0,40.4949,26.71,snips,MSP,0.25,0.8,3
64.7129,21.3894,60.7744,50.67,stackoverflow,DeepUnk,0.5,0.8,0
62.2398,0.0,41.4932,26.71,snips,MSP,0.25,1.0,3
70.8511,2.4615,57.1732,51.57,snips,MSP,0.5,0.2,3
70.4284,4.2553,57.1938,51.14,snips,MSP,0.5,0.4,3
81.6352,85.8079,82.0145,83.68,stackoverflow,ADB,0.5,0.2,2
55.9014,83.4712,56.2641,76.51,oos,OpenMax,0.5,0.6,1
70.1344,1.8576,56.479,51.57,snips,MSP,0.5,0.6,3
82.4948,72.4945,82.4063,77.88,oos,DOC,0.75,0.6,1
71.6189,2.4615,57.7875,52.14,snips,MSP,0.5,0.8,3
82.4756,86.4806,82.8396,84.43,stackoverflow,ADB,0.5,0.4,2
71.2397,1.2422,57.2402,51.86,snips,MSP,0.5,1.0,3
64.4497,21.7317,60.5663,50.55,stackoverflow,DeepUnk,0.5,1.0,0
79.92,3.4483,67.1747,64.14,snips,MSP,0.75,0.2,3
63.8582,85.2488,64.1397,79.61,oos,OpenMax,0.5,0.8,1
83.2631,86.6729,83.5731,84.97,stackoverflow,ADB,0.5,0.6,2
80.5148,2.5751,67.5248,64.29,snips,MSP,0.75,0.4,3
83.5664,72.7228,83.4705,78.7,oos,DOC,0.75,0.8,1
78.0406,27.5898,74.8874,69.05,stackoverflow,DeepUnk,0.75,0.2,0
81.85600000000002,5.1282,69.068,66.0,snips,MSP,0.75,0.6,3
80.8833,2.5862,67.8338,64.43,snips,MSP,0.75,0.8,3
83.0393,86.2634,83.3324,84.55,stackoverflow,ADB,0.5,0.8,2
74.9577,87.8477,75.1273,83.93,oos,OpenMax,0.5,1.0,1
80.4426,2.5974,67.4684,65.0,snips,MSP,0.75,1.0,3
55.5775,58.841,55.7407,54.38,banking,MSP,0.25,0.2,4
77.903,22.8999,74.4653,68.73,stackoverflow,DeepUnk,0.75,0.4,0
84.7595,75.0924,84.6739,80.47,oos,DOC,0.75,1.0,1
53.2808,48.2265,53.0281,47.37,banking,MSP,0.25,0.4,4
50.6021,42.1516,50.1795,43.6,banking,MSP,0.25,0.6,4
43.0474,11.1529,37.7317,26.05,stackoverflow,DOC,0.25,0.2,1
11.1584,59.8667,11.5895,45.05,oos,OpenMax,0.75,0.2,1
51.0917,41.8589,50.6301,43.54,banking,MSP,0.25,0.8,4
53.1384,48.0182,52.8824,47.31,banking,MSP,0.25,1.0,4
45.5339,7.4643,39.189,24.5,stackoverflow,DOC,0.25,0.4,1
83.7275,87.3319,84.0551,85.55,stackoverflow,ADB,0.5,1.0,2
78.5187,27.2401,75.3137,69.37,stackoverflow,DeepUnk,0.75,0.6,0
71.1583,57.7148,70.8136,64.22,banking,MSP,0.5,0.2,4
41.4812,2.8459,35.042,22.47,stackoverflow,DOC,0.25,0.6,1
72.5399,50.6201,71.9779,62.73,banking,MSP,0.5,0.4,4
84.1887,72.6535,83.4677,80.43,stackoverflow,ADB,0.75,0.2,2
37.7119,65.132,37.9545,56.67,oos,OpenMax,0.75,0.4,1
47.1973,41.9249,46.3186,42.47,stackoverflow,DOC,0.25,0.8,1
71.0281,40.5216,70.2459,58.96,banking,MSP,0.5,0.6,4
78.6472,24.8963,75.2878,69.23,stackoverflow,DeepUnk,0.75,0.8,0
84.6989,72.8619,83.9591,80.87,stackoverflow,ADB,0.75,0.4,2
48.1318,38.0206,46.4466,40.42,stackoverflow,DOC,0.25,1.0,1
70.9784,35.0182,70.0563,57.34,banking,MSP,0.5,0.8,4
65.5462,21.7328,61.5632,49.33,stackoverflow,DOC,0.5,0.2,1
57.273999999999994,70.6029,57.391999999999996,66.72,oos,OpenMax,0.75,0.6,1
72.5898,41.543,71.7938,59.94,banking,MSP,0.5,1.0,4
77.8831,19.9475,74.2622,67.93,stackoverflow,DeepUnk,0.75,1.0,0
70.8335,68.7664,70.1445,65.71,snips,DeepUnk,0.25,0.2,0
85.3183,73.6949,84.5918,81.55,stackoverflow,ADB,0.75,0.6,2
71.5352,71.0425,71.37100000000002,67.43,snips,DeepUnk,0.25,0.4,0
77.0381,50.3926,76.5865,71.01,banking,MSP,0.75,0.2,4
